order_id,shipping_mode,shipping_date_dateorders,days_for_shipping_real,days_for_shipment_scheduled,delivery_status,late_delivery_risk
52554,Standard Class,2017-02-11 03:39:00,5,4,Late delivery,1
3197,Standard Class,2015-02-19 15:42:00,3,4,Advance shipping,0
59280,Standard Class,2017-05-21 08:04:00,6,4,Late delivery,1
59259,Standard Class,2017-05-20 00:43:00,5,4,Late delivery,1
4593,Standard Class,2015-03-13 00:46:00,4,4,Shipping on time,0
8977,Standard Class,2015-05-15 00:41:00,3,4,Advance shipping,0
59253,Standard Class,2017-05-18 22:36:00,4,4,Shipping on time,0
61164,Standard Class,2017-06-16 20:07:00,5,4,Late delivery,1
9367,Standard Class,2015-05-20 17:19:00,3,4,Advance shipping,0
56433,Standard Class,2017-04-07 18:38:00,4,4,Shipping on time,0
51535,Standard Class,2017-01-28 06:39:00,6,4,Late delivery,1
4356,Standard Class,2015-03-07 13:45:00,2,4,Advance shipping,0
9114,Standard Class,2015-05-19 00:41:00,5,4,Late delivery,1
54482,Standard Class,2017-03-09 07:07:00,3,4,Advance shipping,0
59598,Standard Class,2017-05-23 23:29:00,4,4,Shipping on time,0
58696,Standard Class,2017-05-08 19:28:00,2,4,Advance shipping,0
55234,Standard Class,2017-03-22 06:34:00,5,4,Late delivery,1
60737,Standard Class,2017-06-08 14:31:00,3,4,Advance shipping,0
6772,Standard Class,2015-04-12 20:10:00,3,4,Advance shipping,0
59395,Standard Class,2017-05-23 00:21:00,6,4,Late delivery,1
57267,Standard Class,2017-04-18 22:49:00,3,4,Advance shipping,0
9920,Standard Class,2015-05-31 19:04:00,6,4,Late delivery,1
53854,Standard Class,2017-03-02 03:06:00,5,4,Late delivery,1
54300,Standard Class,2017-03-09 15:21:00,6,4,Late delivery,1
59075,Standard Class,2017-05-18 08:15:00,6,4,Late delivery,1
1929,Standard Class,2015-02-03 03:27:00,5,4,Late delivery,1
3698,Standard Class,2015-02-27 23:13:00,4,4,Shipping on time,0
54481,Standard Class,2017-03-08 06:46:00,2,4,Advance shipping,0
5324,Standard Class,2015-03-24 16:53:00,5,4,Late delivery,1
59012,Standard Class,2017-05-14 10:10:00,3,4,Advance shipping,0
61464,Standard Class,2017-06-21 05:13:00,5,4,Late delivery,1
55597,Standard Class,2017-03-25 13:45:00,3,4,Advance shipping,0
60259,Standard Class,2017-06-03 15:03:00,5,4,Late delivery,1
57664,Standard Class,2017-04-26 17:55:00,5,4,Late delivery,1
55380,Standard Class,2017-03-25 09:43:00,6,4,Late delivery,1
52668,Standard Class,2017-02-11 19:35:00,4,4,Shipping on time,0
2502,Standard Class,2015-02-09 12:12:00,3,4,Shipping canceled,0
10204,Standard Class,2015-06-03 22:33:00,5,4,Shipping canceled,0
10056,Standard Class,2015-05-29 18:42:00,2,4,Shipping canceled,0
60514,Standard Class,2017-06-07 08:23:00,5,4,Shipping canceled,0
60018,Standard Class,2017-05-30 02:37:00,4,4,Shipping canceled,0
52719,Standard Class,2017-02-13 13:27:00,5,4,Shipping canceled,0
5174,Standard Class,2015-03-22 12:19:00,5,4,Shipping canceled,0
54669,Standard Class,2017-03-14 00:38:00,5,4,Shipping canceled,0
58744,Standard Class,2017-05-12 12:17:00,5,4,Shipping canceled,0
1538,Standard Class,2015-01-27 10:28:00,4,4,Shipping canceled,0
10215,Standard Class,2015-06-05 02:25:00,6,4,Shipping canceled,0
2325,Standard Class,2015-02-09 22:12:00,6,4,Shipping canceled,0
26105,Standard Class,2016-01-23 01:23:00,6,4,Shipping canceled,0
25443,Standard Class,2016-01-11 09:27:00,4,4,Shipping canceled,0
45842,Standard Class,2016-11-03 04:08:00,3,4,Shipping canceled,0
30783,Standard Class,2016-03-29 08:18:00,4,4,Shipping on time,0
28661,Standard Class,2016-02-25 08:52:00,2,4,Advance shipping,0
23721,Standard Class,2015-12-15 06:10:00,2,4,Advance shipping,0
26534,Standard Class,2016-01-28 07:41:00,5,4,Late delivery,1
48973,Standard Class,2016-12-19 21:04:00,4,4,Shipping on time,0
21297,Standard Class,2015-11-10 20:56:00,3,4,Advance shipping,0
20566,Standard Class,2015-10-30 04:50:00,2,4,Advance shipping,0
20321,Standard Class,2015-10-26 15:00:00,2,4,Advance shipping,0
24382,Standard Class,2015-12-25 21:45:00,3,4,Advance shipping,0
50720,Standard Class,2017-01-16 09:07:00,6,4,Late delivery,1
31080,Standard Class,2016-04-04 16:21:00,6,4,Late delivery,1
26481,Standard Class,2016-01-24 13:07:00,2,4,Advance shipping,0
47364,Standard Class,2016-11-27 09:22:00,5,4,Late delivery,1
47090,Standard Class,2016-11-24 09:22:00,6,4,Late delivery,1
47851,Standard Class,2016-12-01 11:59:00,2,4,Advance shipping,0
26024,Standard Class,2016-01-20 21:00:00,5,4,Late delivery,1
24766,Standard Class,2015-12-30 12:16:00,2,4,Advance shipping,0
24263,Standard Class,2015-12-25 04:03:00,4,4,Shipping on time,0
22502,Standard Class,2015-11-28 11:06:00,3,4,Advance shipping,0
45493,Standard Class,2016-10-30 01:52:00,4,4,Shipping on time,0
30747,Standard Class,2016-03-27 19:41:00,3,4,Advance shipping,0
28987,Standard Class,2016-03-02 03:05:00,3,4,Advance shipping,0
30870,Standard Class,2016-04-01 14:47:00,6,4,Late delivery,1
20710,Standard Class,2015-11-05 07:17:00,6,4,Late delivery,1
47491,Standard Class,2016-11-26 05:51:00,2,4,Advance shipping,0
26759,Standard Class,2016-01-31 14:31:00,5,4,Late delivery,1
22533,Standard Class,2015-11-29 21:57:00,4,4,Shipping on time,0
41777,Standard Class,2016-09-04 19:59:00,3,4,Advance shipping,0
27559,Standard Class,2016-02-12 06:47:00,5,4,Late delivery,1
47394,Standard Class,2016-11-27 19:52:00,5,4,Late delivery,1
30336,Standard Class,2016-03-20 19:42:00,2,4,Advance shipping,0
20602,Standard Class,2015-10-31 17:26:00,3,4,Advance shipping,0
24597,Standard Class,2015-12-29 01:04:00,3,4,Advance shipping,0
22968,Standard Class,2015-12-06 06:21:00,4,4,Shipping on time,0
29875,Standard Class,2016-03-18 02:11:00,6,4,Late delivery,1
49836,Standard Class,2016-12-30 11:25:00,2,4,Advance shipping,0
30654,Standard Class,2016-03-28 11:06:00,5,4,Late delivery,1
23288,Standard Class,2015-12-10 22:28:00,4,4,Shipping on time,0
27388,Standard Class,2016-02-08 18:53:00,4,4,Shipping on time,0
21401,Standard Class,2015-11-11 09:22:00,2,4,Advance shipping,0
47440,Standard Class,2016-11-29 11:59:00,6,4,Late delivery,1
43465,Standard Class,2016-10-02 11:22:00,6,4,Late delivery,1
20488,Standard Class,2015-10-31 01:30:00,4,4,Shipping on time,0
20805,Standard Class,2015-11-06 16:34:00,6,4,Late delivery,1
24494,Standard Class,2015-12-29 12:59:00,5,4,Late delivery,1
22794,Standard Class,2015-12-04 17:24:00,5,4,Late delivery,1
20939,Standard Class,2015-11-07 15:30:00,5,4,Late delivery,1
26655,Standard Class,2016-01-31 02:05:00,6,4,Late delivery,1
30297,Standard Class,2016-03-21 06:02:00,3,4,Advance shipping,0
22719,Standard Class,2015-12-03 15:07:00,5,4,Late delivery,1
23757,Standard Class,2015-12-16 18:47:00,3,4,Advance shipping,0
28005,Standard Class,2016-02-19 19:02:00,6,4,Late delivery,1
28992,Standard Class,2016-03-02 04:50:00,3,4,Advance shipping,0
28789,Standard Class,2016-03-01 05:43:00,5,4,Late delivery,1
22375,Standard Class,2015-11-29 14:36:00,6,4,Late delivery,1
24648,Standard Class,2015-12-30 18:56:00,4,4,Shipping on time,0
30164,Standard Class,2016-03-21 07:26:00,5,4,Late delivery,1
43086,Standard Class,2016-09-22 22:35:00,2,4,Advance shipping,0
22536,Standard Class,2015-11-27 23:00:00,2,4,Advance shipping,0
30577,Standard Class,2016-03-25 08:08:00,3,4,Advance shipping,0
28603,Standard Class,2016-02-26 12:33:00,4,4,Shipping on time,0
41851,Standard Class,2016-09-04 21:55:00,2,4,Advance shipping,0
23049,Standard Class,2015-12-08 10:44:00,5,4,Late delivery,1
21335,Standard Class,2015-11-14 10:15:00,6,4,Late delivery,1
21000,Standard Class,2015-11-09 12:53:00,6,4,Late delivery,1
22884,Standard Class,2015-12-06 00:56:00,5,4,Late delivery,1
28051,Standard Class,2016-02-16 11:09:00,2,4,Advance shipping,0
50897,Standard Class,2017-01-15 23:08:00,3,4,Shipping canceled,0
32324,Standard Class,2016-04-21 20:11:00,5,4,Shipping canceled,0
35076,Standard Class,2016-05-29 00:20:00,2,4,Shipping canceled,0
38823,Standard Class,2016-07-24 17:04:00,4,4,Shipping canceled,0
35521,Standard Class,2016-06-04 12:14:00,2,4,Shipping canceled,0
31378,Standard Class,2016-04-07 00:45:00,4,4,Shipping canceled,0
31475,Standard Class,2016-04-10 10:44:00,6,4,Shipping canceled,0
38553,Standard Class,2016-07-20 18:28:00,4,4,Shipping on time,0
50876,Standard Class,2017-01-14 15:46:00,2,4,Advance shipping,0
41403,Standard Class,2016-08-31 08:57:00,4,4,Shipping on time,0
34519,Standard Class,2016-05-23 21:11:00,5,4,Late delivery,1
40951,Standard Class,2016-08-22 18:36:00,2,4,Advance shipping,0
37595,Standard Class,2016-07-08 18:51:00,6,4,Late delivery,1
34361,Standard Class,2016-05-18 13:50:00,2,4,Advance shipping,0
40433,Standard Class,2016-08-17 05:07:00,4,4,Shipping on time,0
34543,Standard Class,2016-05-23 05:36:00,4,4,Shipping on time,0
34282,Standard Class,2016-05-18 10:09:00,3,4,Advance shipping,0
34413,Standard Class,2016-05-21 08:03:00,4,4,Shipping on time,0
33115,Standard Class,2016-05-04 09:18:00,6,4,Late delivery,1
32144,Standard Class,2016-04-19 05:07:00,5,4,Late delivery,1
33403,Standard Class,2016-05-06 14:12:00,4,4,Shipping on time,0
34945,Standard Class,2016-05-31 02:26:00,6,4,Late delivery,1
31325,Standard Class,2016-04-08 06:11:00,6,4,Late delivery,1
34486,Standard Class,2016-05-20 09:37:00,2,4,Advance shipping,0
45279,Standard Class,2016-10-27 22:54:00,5,4,Late delivery,1
44507,Standard Class,2016-10-14 16:26:00,3,4,Advance shipping,0
44450,Standard Class,2016-10-16 20:27:00,6,4,Late delivery,1
44424,First Class,2016-10-12 11:21:00,2,1,Late delivery,1
43461,Standard Class,2016-09-28 09:58:00,2,4,Advance shipping,0
43416,Same Day,2016-09-26 06:12:00,1,0,Late delivery,1
42859,Standard Class,2016-09-22 15:03:00,5,4,Late delivery,1
42742,Second Class,2016-09-18 22:04:00,3,2,Late delivery,1
42517,Second Class,2016-09-15 15:14:00,3,2,Late delivery,1
42352,Standard Class,2016-09-13 05:26:00,3,4,Advance shipping,0
42262,First Class,2016-09-10 21:54:00,2,1,Late delivery,1
42106,Standard Class,2016-09-08 15:15:00,2,4,Advance shipping,0
42036,Second Class,2016-09-07 14:43:00,2,2,Shipping on time,0
41726,Standard Class,2016-09-03 02:07:00,2,4,Advance shipping,0
41711,Standard Class,2016-09-02 20:52:00,2,4,Advance shipping,0
41226,Standard Class,2016-08-26 18:57:00,2,4,Advance shipping,0
41103,Standard Class,2016-08-26 23:51:00,4,4,Shipping on time,0
40946,Standard Class,2016-08-22 16:51:00,2,4,Advance shipping,0
40889,Standard Class,2016-08-24 20:53:00,5,4,Late delivery,1
40759,Standard Class,2016-08-22 23:20:00,5,4,Late delivery,1
40738,First Class,2016-08-19 15:59:00,2,1,Late delivery,1
40455,Second Class,2016-08-19 12:50:00,6,2,Late delivery,1
40424,Standard Class,2016-08-18 01:58:00,5,4,Late delivery,1
40226,Standard Class,2016-08-12 04:36:00,2,4,Advance shipping,0
40175,Standard Class,2016-08-15 10:44:00,6,4,Late delivery,1
39850,Standard Class,2016-08-10 16:52:00,6,4,Late delivery,1
39259,Standard Class,2016-08-01 01:49:00,5,4,Late delivery,1
39203,Standard Class,2016-07-30 06:12:00,4,4,Shipping on time,0
39103,Standard Class,2016-07-28 19:10:00,4,4,Shipping canceled,0
39100,Standard Class,2016-07-30 18:07:00,6,4,Late delivery,1
39047,Same Day,2016-07-24 11:33:00,1,0,Late delivery,1
38902,Standard Class,2016-07-24 20:45:00,3,4,Advance shipping,0
38805,Standard Class,2016-07-26 10:46:00,6,4,Late delivery,1
38759,Standard Class,2016-07-24 18:39:00,5,4,Late delivery,1
38426,First Class,2016-07-16 21:59:00,2,1,Late delivery,1
38054,Standard Class,2016-07-14 11:39:00,5,4,Late delivery,1
38046,Standard Class,2016-07-11 08:51:00,2,4,Advance shipping,0
37904,Standard Class,2016-07-12 07:06:00,5,4,Late delivery,1
37652,Standard Class,2016-07-06 14:49:00,3,4,Advance shipping,0
37550,Standard Class,2016-07-08 03:05:00,6,4,Late delivery,1
37454,Standard Class,2016-07-05 17:27:00,5,4,Late delivery,1
37371,Same Day,2016-06-30 00:22:00,1,0,Late delivery,1
37132,Standard Class,2016-06-29 00:38:00,3,4,Advance shipping,0
37007,First Class,2016-06-26 04:51:00,2,1,Late delivery,1
36873,Standard Class,2016-06-26 05:54:00,4,4,Shipping on time,0
36442,Second Class,2016-06-18 22:54:00,3,2,Late delivery,1
36156,Standard Class,2016-06-13 18:42:00,2,4,Advance shipping,0
36128,Second Class,2016-06-15 08:53:00,4,2,Late delivery,1
36099,Standard Class,2016-06-15 22:44:00,5,4,Late delivery,1
35983,Standard Class,2016-06-13 06:05:00,4,4,Shipping on time,0
35795,Same Day,2016-06-07 00:13:00,1,0,Late delivery,1
35400,First Class,2016-06-02 17:50:00,2,1,Late delivery,1
35387,Standard Class,2016-06-03 13:17:00,3,4,Advance shipping,0
34438,Second Class,2016-05-21 16:48:00,4,2,Late delivery,1
34270,Second Class,2016-05-21 05:57:00,6,2,Late delivery,1
34097,First Class,2016-05-14 17:20:00,2,1,Shipping canceled,0
33902,Standard Class,2016-05-12 21:01:00,3,4,Advance shipping,0
33499,Same Day,2016-05-04 11:50:00,1,0,Late delivery,1
33440,Standard Class,2016-05-09 03:10:00,6,4,Late delivery,1
33082,Standard Class,2016-04-30 21:44:00,3,4,Advance shipping,0
32901,Standard Class,2016-04-27 06:20:00,2,4,Advance shipping,0
32873,Standard Class,2016-04-28 20:31:00,4,4,Shipping on time,0
32543,Standard Class,2016-04-24 00:54:00,4,4,Shipping on time,0
32192,Standard Class,2016-04-17 21:56:00,3,4,Advance shipping,0
32123,First Class,2016-04-15 21:46:00,2,1,Late delivery,1
31937,Same Day,2016-04-11 16:36:00,0,0,Shipping on time,0
31825,First Class,2016-04-11 13:21:00,2,1,Late delivery,1
31380,Standard Class,2016-04-09 01:27:00,6,4,Late delivery,1
31154,First Class,2016-04-01 18:17:00,2,1,Late delivery,1
31105,Standard Class,2016-04-05 01:07:00,6,4,Late delivery,1
30617,Standard Class,2016-03-25 22:08:00,3,4,Advance shipping,0
30265,Second Class,2016-03-23 18:49:00,6,2,Late delivery,1
30136,Second Class,2016-03-17 21:37:00,2,2,Shipping on time,0
29825,First Class,2016-03-13 08:40:00,2,1,Late delivery,1
29667,Second Class,2016-03-12 01:19:00,3,2,Late delivery,1
29659,Second Class,2016-03-13 22:31:00,5,2,Late delivery,1
29633,Second Class,2016-03-12 13:24:00,4,2,Late delivery,1
29599,First Class,2016-03-10 01:29:00,2,1,Late delivery,1
29379,First Class,2016-03-06 20:25:00,2,1,Late delivery,1
28840,Second Class,2016-03-02 23:35:00,6,2,Late delivery,1
28188,Standard Class,2016-02-20 11:09:00,4,4,Shipping on time,0
27993,Second Class,2016-02-17 14:50:00,4,2,Late delivery,1
27409,Standard Class,2016-02-10 02:14:00,5,4,Late delivery,1
27105,Standard Class,2016-02-06 15:44:00,6,4,Late delivery,1
26990,Standard Class,2016-02-04 23:26:00,6,4,Late delivery,1
26905,Standard Class,2016-02-03 17:40:00,6,4,Late delivery,1
26887,Standard Class,2016-01-31 11:21:00,3,4,Advance shipping,0
26264,Standard Class,2016-01-24 09:05:00,5,4,Late delivery,1
25874,Standard Class,2016-01-18 16:27:00,5,4,Late delivery,1
25514,Standard Class,2016-01-13 10:20:00,5,4,Late delivery,1
25482,Standard Class,2016-01-10 23:07:00,3,4,Advance shipping,0
25340,Same Day,2016-01-06 09:22:00,1,0,Late delivery,1
25110,First Class,2016-01-04 12:48:00,2,1,Late delivery,1
25007,Standard Class,2016-01-04 00:42:00,3,4,Advance shipping,0
25000,Second Class,2016-01-06 22:15:00,6,2,Late delivery,1
24918,Standard Class,2016-01-03 17:32:00,4,4,Shipping on time,0
24415,Standard Class,2015-12-29 09:18:00,6,4,Late delivery,1
24379,Standard Class,2015-12-27 20:41:00,5,4,Late delivery,1
24302,First Class,2015-12-23 17:43:00,2,1,Late delivery,1
24079,Standard Class,2015-12-23 11:35:00,5,4,Late delivery,1
24060,Standard Class,2015-12-24 04:56:00,6,4,Late delivery,1
23863,Second Class,2015-12-19 07:55:00,4,2,Late delivery,1
23684,Second Class,2015-12-17 17:12:00,5,2,Shipping canceled,0
23630,Standard Class,2015-12-17 22:17:00,6,4,Late delivery,1
23620,First Class,2015-12-13 18:47:00,2,1,Late delivery,1
23493,Standard Class,2015-12-13 22:17:00,4,4,Shipping on time,0
23413,First Class,2015-12-10 18:15:00,2,1,Late delivery,1
23316,First Class,2015-12-09 08:16:00,2,1,Late delivery,1
23129,Same Day,2015-12-05 02:46:00,1,0,Late delivery,1
23022,Second Class,2015-12-06 01:16:00,3,2,Late delivery,1
23012,Standard Class,2015-12-05 21:46:00,3,4,Advance shipping,0
22660,Standard Class,2015-12-03 18:27:00,6,4,Late delivery,1
22223,Standard Class,2015-11-25 09:21:00,4,4,Shipping on time,0
22207,Standard Class,2015-11-24 03:45:00,3,4,Advance shipping,0
22188,Standard Class,2015-11-24 21:05:00,4,4,Shipping canceled,0
21937,Standard Class,2015-11-20 05:09:00,3,4,Advance shipping,0
21611,Standard Class,2015-11-14 10:56:00,2,4,Advance shipping,0
20998,Standard Class,2015-11-07 12:11:00,4,4,Shipping on time,0
20757,Standard Class,2015-11-02 23:45:00,3,4,Advance shipping,0
20513,Second Class,2015-10-31 10:16:00,4,2,Late delivery,1
20476,Second Class,2015-10-28 21:18:00,2,2,Shipping on time,0
20374,Standard Class,2015-10-30 09:34:00,5,4,Late delivery,1
19830,First Class,2015-10-19 10:58:00,2,1,Late delivery,1
19743,Standard Class,2015-10-20 04:30:00,4,4,Shipping on time,0
19568,Second Class,2015-10-17 15:11:00,4,2,Late delivery,1
19061,Same Day,2015-10-06 17:34:00,0,0,Shipping on time,0
18904,Standard Class,2015-10-08 22:33:00,5,4,Late delivery,1
18311,Standard Class,2015-09-27 06:48:00,2,4,Advance shipping,0
18165,Standard Class,2015-09-29 03:39:00,6,4,Late delivery,1
17835,Standard Class,2015-09-24 08:02:00,6,4,Late delivery,1
17542,Standard Class,2015-09-17 01:23:00,3,4,Advance shipping,0
17425,Standard Class,2015-09-18 08:24:00,6,4,Late delivery,1
17219,Standard Class,2015-09-14 08:13:00,5,4,Late delivery,1
16974,Standard Class,2015-09-10 18:23:00,5,4,Late delivery,1
16791,Standard Class,2015-09-05 02:17:00,2,4,Advance shipping,0
16515,First Class,2015-09-01 01:35:00,2,1,Late delivery,1
16505,Standard Class,2015-09-04 22:05:00,6,4,Late delivery,1
16427,Second Class,2015-08-31 18:45:00,3,2,Late delivery,1
16317,Second Class,2015-08-30 04:13:00,3,2,Late delivery,1
16183,Standard Class,2015-08-29 05:16:00,4,4,Shipping on time,0
15778,Standard Class,2015-08-23 07:23:00,4,4,Shipping on time,0
15219,Standard Class,2015-08-16 03:32:00,5,4,Late delivery,1
15137,Second Class,2015-08-12 22:48:00,3,2,Shipping canceled,0
15116,First Class,2015-08-11 15:27:00,2,1,Late delivery,1
15073,Standard Class,2015-08-13 00:23:00,4,4,Shipping on time,0
14820,Standard Class,2015-08-11 07:45:00,6,4,Late delivery,1
14526,Standard Class,2015-08-03 00:45:00,2,4,Advance shipping,0
14170,Standard Class,2015-08-01 20:01:00,6,4,Late delivery,1
14121,Standard Class,2015-07-28 02:51:00,2,4,Advance shipping,0
14026,First Class,2015-07-26 17:34:00,2,1,Late delivery,1
13993,Standard Class,2015-07-28 06:01:00,4,4,Shipping on time,0
13356,Standard Class,2015-07-16 22:51:00,2,4,Advance shipping,0
12871,Same Day,2015-07-08 08:56:00,1,0,Late delivery,1
12854,Second Class,2015-07-12 14:58:00,5,2,Late delivery,1
12631,First Class,2015-07-06 08:51:00,2,1,Late delivery,1
12461,First Class,2015-07-03 21:17:00,2,1,Late delivery,1
12267,Standard Class,2015-07-02 01:19:00,3,4,Advance shipping,0
12250,Same Day,2015-06-29 07:22:00,1,0,Late delivery,1
12220,Standard Class,2015-07-04 08:51:00,6,4,Late delivery,1
12198,Standard Class,2015-07-02 01:09:00,4,4,Shipping on time,0
11827,Standard Class,2015-06-25 15:10:00,3,4,Advance shipping,0
11754,Same Day,2015-06-22 01:35:00,1,0,Late delivery,1
11176,Same Day,2015-06-13 15:06:00,0,0,Shipping on time,0
11022,Standard Class,2015-06-13 21:08:00,3,4,Advance shipping,0
10929,Second Class,2015-06-14 12:33:00,5,2,Late delivery,1
10909,Second Class,2015-06-14 05:33:00,5,2,Late delivery,1
10905,Second Class,2015-06-15 04:09:00,6,2,Late delivery,1
10589,Standard Class,2015-06-09 13:26:00,5,4,Late delivery,1
10464,First Class,2015-06-04 17:39:00,2,1,Late delivery,1
10085,First Class,2015-05-30 04:52:00,2,1,Late delivery,1
10028,First Class,2015-05-29 08:54:00,2,1,Late delivery,1
9998,Standard Class,2015-05-30 22:23:00,4,4,Shipping on time,0
9952,First Class,2015-05-28 06:16:00,2,1,Late delivery,1
9827,First Class,2015-05-26 10:29:00,2,1,Late delivery,1
9471,Second Class,2015-05-21 05:45:00,2,2,Shipping on time,0
9321,Second Class,2015-05-19 01:12:00,2,2,Shipping on time,0
9210,Standard Class,2015-05-21 10:19:00,6,4,Shipping canceled,0
9161,Standard Class,2015-05-16 17:09:00,2,4,Advance shipping,0
9134,Standard Class,2015-05-19 07:41:00,5,4,Late delivery,1
8866,Standard Class,2015-05-12 09:48:00,2,4,Advance shipping,0
8683,Standard Class,2015-05-11 17:41:00,4,4,Shipping canceled,0
8495,Standard Class,2015-05-10 23:49:00,6,4,Late delivery,1
8361,Second Class,2015-05-05 00:52:00,2,2,Shipping on time,0
8285,Standard Class,2015-05-07 22:15:00,6,4,Late delivery,1
7924,First Class,2015-04-28 15:46:00,2,1,Late delivery,1
7829,Same Day,2015-04-25 18:29:00,0,0,Shipping on time,0
7595,First Class,2015-04-23 20:30:00,2,1,Late delivery,1
7045,Standard Class,2015-04-19 19:49:00,6,4,Late delivery,1
6879,Standard Class,2015-04-16 09:40:00,5,4,Late delivery,1
6615,Standard Class,2015-04-13 13:10:00,6,4,Late delivery,1
6332,Standard Class,2015-04-06 10:01:00,3,4,Advance shipping,0
6327,Standard Class,2015-04-06 08:16:00,3,4,Advance shipping,0
5934,Standard Class,2015-04-02 14:35:00,5,4,Shipping canceled,0
5901,Standard Class,2015-03-30 03:01:00,2,4,Advance shipping,0
5754,Second Class,2015-03-30 23:31:00,5,2,Late delivery,1
5748,First Class,2015-03-27 21:25:00,2,1,Shipping canceled,0
5713,Standard Class,2015-03-29 09:10:00,4,4,Shipping on time,0
5572,First Class,2015-03-25 07:46:00,2,1,Late delivery,1
4927,Standard Class,2015-03-16 21:47:00,3,4,Advance shipping,0
4819,First Class,2015-03-14 07:57:00,2,1,Late delivery,1
3486,Standard Class,2015-02-22 20:57:00,2,4,Advance shipping,0
2259,First Class,2015-02-04 23:04:00,2,1,Late delivery,1
2077,Second Class,2015-02-03 07:18:00,3,2,Late delivery,1
1993,First Class,2015-02-01 01:53:00,2,1,Late delivery,1
1628,Standard Class,2015-01-28 18:00:00,4,4,Shipping on time,0
1614,Standard Class,2015-01-29 13:06:00,5,4,Late delivery,1
1593,Standard Class,2015-01-28 05:44:00,4,4,Shipping canceled,0
1084,Standard Class,2015-01-21 19:25:00,5,4,Late delivery,1
1010,Standard Class,2015-01-21 17:29:00,6,4,Late delivery,1
904,Standard Class,2015-01-19 04:21:00,5,4,Late delivery,1
810,Standard Class,2015-01-18 19:25:00,6,4,Late delivery,1
808,Standard Class,2015-01-16 18:43:00,4,4,Shipping on time,0
708,Standard Class,2015-01-15 07:41:00,4,4,Shipping on time,0
686,First Class,2015-01-12 23:59:00,2,1,Late delivery,1
297,Standard Class,2015-01-08 07:42:00,3,4,Advance shipping,0
262,Standard Class,2015-01-07 19:26:00,3,4,Advance shipping,0
184,Standard Class,2015-01-08 16:06:00,5,4,Late delivery,1
12,Standard Class,2015-01-04 03:51:00,3,4,Advance shipping,0
68612,Standard Class,2017-10-01 13:29:00,3,4,Advance shipping,0
68557,Standard Class,2017-09-30 18:13:00,3,4,Shipping canceled,0
68533,First Class,2017-09-29 09:48:00,2,1,Late delivery,1
68522,Standard Class,2017-09-30 05:57:00,3,4,Shipping canceled,0
68519,Standard Class,2017-10-02 04:54:00,5,4,Late delivery,1
68377,Standard Class,2017-09-28 03:09:00,3,4,Advance shipping,0
68363,Standard Class,2017-09-28 22:15:00,4,4,Shipping on time,0
68357,Second Class,2017-09-27 20:09:00,3,2,Late delivery,1
68319,First Class,2017-09-26 06:50:00,2,1,Late delivery,1
68233,Second Class,2017-09-27 00:42:00,4,2,Late delivery,1
68195,Standard Class,2017-09-28 11:23:00,6,4,Late delivery,1
67949,Second Class,2017-09-23 21:12:00,5,2,Late delivery,1
67913,First Class,2017-09-20 08:35:00,2,1,Late delivery,1
67889,Standard Class,2017-09-23 00:11:00,5,4,Late delivery,1
67794,First Class,2017-09-18 14:54:00,2,1,Late delivery,1
67736,Standard Class,2017-09-17 18:35:00,2,4,Advance shipping,0
67715,First Class,2017-09-17 11:13:00,2,1,Late delivery,1
67695,Standard Class,2017-09-21 04:13:00,6,4,Late delivery,1
67692,Standard Class,2017-09-18 03:10:00,3,4,Advance shipping,0
67691,Standard Class,2017-09-17 02:49:00,2,4,Advance shipping,0
67689,Second Class,2017-09-20 02:07:00,5,2,Late delivery,1
67587,Standard Class,2017-09-16 14:23:00,3,4,Advance shipping,0
67526,Standard Class,2017-09-14 17:00:00,2,4,Advance shipping,0
67449,Standard Class,2017-09-16 14:02:00,5,4,Late delivery,1
57596,Standard Class,2017-04-22 18:05:00,2,4,Advance shipping,0
57261,Standard Class,2017-04-17 20:43:00,2,4,Advance shipping,0
57172,Standard Class,2017-04-17 13:32:00,3,4,Advance shipping,0
57129,Standard Class,2017-04-18 22:28:00,5,4,Late delivery,1
56981,Standard Class,2017-04-13 18:37:00,2,4,Advance shipping,0
56653,Standard Class,2017-04-10 23:43:00,4,4,Shipping on time,0
56580,Standard Class,2017-04-11 22:08:00,6,4,Late delivery,1
55632,Standard Class,2017-03-26 02:01:00,3,4,Advance shipping,0
55210,Standard Class,2017-03-22 22:10:00,6,4,Late delivery,1
55133,Standard Class,2017-03-19 19:11:00,4,4,Shipping on time,0
54907,First Class,2017-03-14 12:01:00,2,1,Late delivery,1
54709,Second Class,2017-03-14 14:38:00,5,2,Late delivery,1
54375,Standard Class,2017-03-10 17:38:00,6,4,Late delivery,1
54362,First Class,2017-03-06 13:04:00,2,1,Late delivery,1
54120,Same Day,2017-03-01 12:17:00,0,0,Shipping on time,0
54005,Standard Class,2017-03-05 08:00:00,6,4,Late delivery,1
53845,Second Class,2017-03-02 23:57:00,6,2,Late delivery,1
53003,Second Class,2017-02-16 16:57:00,4,2,Late delivery,1
52829,Second Class,2017-02-15 04:00:00,5,2,Late delivery,1
52683,Standard Class,2017-02-12 00:51:00,4,4,Shipping on time,0
52575,Second Class,2017-02-12 11:00:00,6,2,Late delivery,1
52550,Standard Class,2017-02-12 02:15:00,6,4,Late delivery,1
52359,Standard Class,2017-02-08 07:20:00,5,4,Late delivery,1
